OUI,Manufacturer,Country
24A7DC,SKY UK LIMITED,GB
0C73BE,"Dongguan Haimai Electronie Technology Co.,Ltd",CN
C8AA55,"Hunan Comtom Electronic Incorporated Co.,Ltd",CN
98B6E9,"Nintendo Co.,Ltd",JP
186590,"Apple, Inc.",US
F86214,"Apple, Inc.",US
784F43,"Apple, Inc.",US
404D7F,"Apple, Inc.",US
64B0A6,"Apple, Inc.",US
7C04D0,"Apple, Inc.",US
84FCAC,"Apple, Inc.",US
DC0C5C,"Apple, Inc.",US
F8983A,Leeman International (HongKong) Limited,CN
001D72,Wistron Corporation,TW
30E171,Hewlett Packard,US
F015B9,PlayFusion Limited,GB
64136C,zte corporation,CN
04B648,ZENNER,DE
98F199,"NEC Platforms, Ltd.",JP
1840A4,"Shenzhen Trylong Smart Science and Technology Co., Ltd.",CN
4C7487,"Leader Phone Communication Technology Co., Ltd.",CN
4C38D5,MITAC COMPUTING TECHNOLOGY CORPORATION,TW
54B56C,"Xi'an NovaStar Tech Co., Ltd",CN
1C48CE,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
344CC8,Echodyne Corp,US
603E7B,"Gafachi, Inc.",US
D8197A,Nuheara Ltd,AU
70700D,"Apple, Inc.",US
6C5C14,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
AC83F3,"AMPAK Technology, Inc.",TW
CC8CDA,"Shenzhen Wei Da Intelligent Technology Go.,Ltd",CN
D436DB,"Jiangsu Toppower Automotive Electronics Co., Ltd",CN
E80945,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
C80CC8,"HUAWEI TECHNOLOGIES CO.,LTD",CN
0425C5,"HUAWEI TECHNOLOGIES CO.,LTD",CN
2CDCAD,Wistron Neweb Corporation,TW
B0A2E7,Shenzhen TINNO Mobile Technology Corp.,CN
7C2587,chaowifi.com,CN
002144,SS Telecoms,ZA
00501E,"Grass Valley, A Belden Brand",CA
EC0D9A,"Mellanox Technologies, Inc.",US
3CFA43,"HUAWEI TECHNOLOGIES CO.,LTD",CN
145F94,"HUAWEI TECHNOLOGIES CO.,LTD",CN
90D7BE,Wavelab Global Inc.,US
244E7B,IEEE Registration Authority,US
CC9470,"Kinestral Technologies, Inc.",US
085DDD,MERCURY CORPORATION,KR
001F82,Cal-Comp Electronics & Communications Company Ltd.,TW
883C1C,MERCURY CORPORATION,KR
2834A2,"Cisco Systems, Inc",US
7823AE,"ARRIS Group, Inc.",US
006BF1,"Cisco Systems, Inc",US
30AEA4,Espressif Inc.,CN
CC61E5,"Motorola Mobility LLC, a Lenovo Company",US
20719E,"SF Technology Co.,Ltd",CN
2CC260,Oracle Corporation,IL
3C3F51,2CRSI,FR
50584F,"waytotec,Inc.",KR
B439D6,ProCurve Networking by HP,SG
34F39A,Intel Corporate,MY
8C60E7,"MPGIO CO.,LTD",KR
8C8ABB,"Beijing Orient View Technology Co., Ltd.",CN
00039B,"NetChip Technology, Inc.",US
609AC1,"Apple, Inc.",US
748D08,"Apple, Inc.",US
9C8BA0,"Apple, Inc.",US
CC088D,"Apple, Inc.",US
38A4ED,Xiaomi Communications Co Ltd,CN
B89919,"7signal Solutions, Inc",US
40FE0D,MAXIO,KR
AC64DD,IEEE Registration Authority,US
BC39D9,Z-TEC,KR
3C2AF4,"Brother Industries, LTD.",JP
C0854C,Ragentek Technology Group,CN
D816C1,DEWAV (HK) ELECTRONICS LIMITED,CN
94B819,Nokia,CA
787D48,ITEL MOBILE LIMITED,HK
8871E5,Amazon Technologies Inc.,US
60EFC6,Shenzhen Chima Technologies Co Limited,CN
20DBAB,"Samsung Electronics Co., Ltd.",KR
383A21,IEEE Registration Authority,US
D8380D,"SHENZHEN IP-COM Network Co.,Ltd",CN
FCCAC4,"LifeHealth, LLC",US
88AD43,PEGATRON CORPORATION,TW
B4EFFA,"Lemobile Information Technology (Beijing) Co., Ltd.",CN
B0C128,Adler ELREHA GmbH,DE
F81D78,IEEE Registration Authority,US
38F7B2,SEOJUN ELECTRIC,KR
7802B7,"ShenZhen Ultra Easy Technology CO.,LTD",CN
646184,VELUX,DK
3087D9,Ruckus Wireless,US
F09838,"HUAWEI TECHNOLOGIES CO.,LTD",CN
F0D9B2,EXO S.A.,AR
E4C801,BLU Products Inc,US
001FC6,ASUSTek COMPUTER INC.,TW
6C71BD,EZELINK TELECOM,AE
C87E75,"Samsung Electronics Co.,Ltd",KR
00265F,"Samsung Electronics Co.,Ltd",KR
00233A,"Samsung Electronics Co.,Ltd",KR
101250,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
0007AB,"Samsung Electronics Co.,Ltd",KR
E8E5D6,"Samsung Electronics Co.,Ltd",KR
80691A,Belkin International Inc.,US
B80756,Cisco Meraki,US
001427,JazzMutant,FR
001E84,Pika Technologies Inc.,CA
10DDB1,"Apple, Inc.",US
002329,DDRdrive LLC,US
C80E14,AVM Audiovisuelles Marketing und Computersysteme GmbH,DE
AC63BE,Amazon Technologies Inc.,US
086A0A,ASKEY COMPUTER CORP,TW
98E7F4,Hewlett Packard,US
EC65CC,Panasonic Automotive Systems Company of America,US
3456FE,Cisco Meraki,US
0026AD,"Arada Systems, Inc.",US
002486,DesignArt Networks,IL
002478,Mag Tech Electronics Co Limited,HK
382DD1,"Samsung Electronics Co.,Ltd",KR
001B2C,ATRON electronic GmbH,DE
9034FC,"Hon Hai Precision Ind. Co.,Ltd.",CN
0C84DC,"Hon Hai Precision Ind. Co.,Ltd.",CN
FC1F19,"SAMSUNG ELECTRO MECHANICS CO., LTD.",US
840B2D,"SAMSUNG ELECTRO MECHANICS CO., LTD.",KR
206432,"SAMSUNG ELECTRO MECHANICS CO., LTD.",KR
B407F9,"SAMSUNG ELECTRO MECHANICS CO., LTD.",KR
889FFA,"Hon Hai Precision Ind. Co.,Ltd.",CN
8C7CB5,"Hon Hai Precision Ind. Co.,Ltd.",CN
C44619,"Hon Hai Precision Ind. Co.,Ltd.",CN
506313,"Hon Hai Precision Ind. Co.,Ltd.",CN
D0667B,"Samsung Electronics Co.,Ltd",KR
E8039A,"Samsung Electronics Co.,Ltd",KR
30CDA7,"Samsung Electronics Co.,Ltd",US
3C8BFE,"Samsung Electronics Co.,Ltd",KR
D4E8B2,"Samsung Electronics Co.,Ltd",KR
002339,"Samsung Electronics Co.,Ltd",KR
5001BB,"Samsung Electronics Co.,Ltd",KR
00166C,"Samsung Electronics Co.,Ltd",KR
001599,"Samsung Electronics Co.,Ltd",US
0012FB,"Samsung Electronics Co.,Ltd",KR
001247,"Samsung Electronics Co.,Ltd",KR
0015B9,"Samsung Electronics Co.,Ltd",KR
002491,"Samsung Electronics Co.,Ltd",KR
60D819,"Hon Hai Precision Ind. Co.,Ltd.",CN
F82FA8,"Hon Hai Precision Ind. Co.,Ltd.",CN
C40142,MaxMedia Technology Limited,TW
8430E5,"SkyHawke Technologies, LLC",US
1C77F6,"GUANGDONG OPPO MOBILE TELECOMMUNICATIONS CORP.,LTD",CN
58E326,Compass Technologies Inc.,KR
001B2A,"Cisco Systems, Inc",US
749DDC,2Wire Inc,US
C8BA94,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
843838,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
54880E,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
F025B7,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
F04347,"HUAWEI TECHNOLOGIES CO.,LTD",CN
9CB2B2,"HUAWEI TECHNOLOGIES CO.,LTD",CN
A8C83A,"HUAWEI TECHNOLOGIES CO.,LTD",CN
14DDE5,MPMKVVCL,IN
001A09,Wayfarer Transit Systems Ltd,GB
742344,Xiaomi Communications Co Ltd,CN
E492FB,"Samsung Electronics Co.,Ltd",KR
6CB7F4,"Samsung Electronics Co.,Ltd",KR
181EB0,"Samsung Electronics Co.,Ltd",KR
247F20,Sagemcom Broadband SAS,FR
684898,"Samsung Electronics Co.,Ltd",KR
3423BA,SAMSUNG ELECTRO-MECHANICS(THAILAND),US
400E85,SAMSUNG ELECTRO-MECHANICS(THAILAND),US
E09DFA,Wanan Hongsheng Electronic Co.Ltd,CN
1489FD,"Samsung Electronics Co.,Ltd",KR
BC851F,"Samsung Electronics Co.,Ltd",KR
B85E7B,"Samsung Electronics Co.,Ltd",KR
2C4401,"Samsung Electronics Co.,Ltd",KR
B8D9CE,"Samsung Electronics Co.,Ltd",KR
1C66AA,"Samsung Electronics Co.,Ltd",KR
5C3C27,"Samsung Electronics Co.,Ltd",KR
BC72B1,"Samsung Electronics Co.,Ltd",KR
78F7BE,"Samsung Electronics Co.,Ltd",KR
70A84C,"MONAD., Inc.",KR
84C7EA,Sony Corporation,JP
24E43F,"Wenzhou Kunmei Communication Technology Co.,Ltd.",CN
D013FD,LG Electronics (Mobile Communications),KR
287AEE,"ARRIS Group, Inc.",US
00258B,"Mellanox Technologies, Inc.",US
BC644B,"ARRIS Group, Inc.",US
88797E,"Motorola Mobility LLC, a Lenovo Company",US
305890,Frontier Silicon Ltd,GB
708BCD,ASUSTek COMPUTER INC.,TW
2CAC44,CONEXTOP,CN
003676,"ARRIS Group, Inc.",US
FC8E7E,"ARRIS Group, Inc.",US
FC6FB7,"ARRIS Group, Inc.",US
D42C0F,"ARRIS Group, Inc.",US
A055DE,"ARRIS Group, Inc.",US
80F503,"ARRIS Group, Inc.",US
44AAF5,"ARRIS Group, Inc.",US
606405,Texas Instruments,US
00562B,"Cisco Systems, Inc",US
E8FD90,Turbostor,US
1899F5,Sichuan Changhong Electric Ltd.,CN
18ABF5,Ultra Electronics Electrics,GB
B03EB0,MICRODIA Ltd.,HK
0025C3,21168,MX
000F57,"CABLELOGIC Co., Ltd.",KR
000342,Nortel Networks,CA
001283,Nortel Networks,CA
0011F9,Nortel Networks,CA
10E68F,"KWANGSUNG ELECTRONICS KOREA CO.,LTD.",KR
4CFACA,"Cambridge Industries(Group) Co.,Ltd.",CN
A48269,"Datrium, Inc.",US
001158,Nortel Networks,CA
000F6A,Nortel Networks,CA
000E62,Nortel Networks,CA
000CF8,Nortel Networks,CA
000997,Nortel Networks,CA
001CEB,Nortel Networks,CA
001C17,Nortel Networks,CA
001A8F,Nortel Networks,CA
001591,RLW Inc.,US
00182E,XStreamHD,US
0026F1,ProCurve Networking by HP,SG
380DD4,Primax Electronics Ltd.,TW
98FDB4,Primax Electronics Ltd.,TW
D8C46A,"Murata Manufacturing Co., Ltd.",JP
D8FB68,Cloud Corner Ltd.,CN
685388,P&S Technology,KR
14C1FF,"ShenZhen QianHai Comlan communication Co.,LTD",CN
000417,ELAU AG,
ECFAAA,The IMS Company,US
0014C7,Nortel Networks,CA
001DAF,Nortel Networks,CA
888322,"Samsung Electronics Co.,Ltd",KR
E89309,"Samsung Electronics Co.,Ltd",KR
982F3C,Sichuan Changhong Electric Ltd.,CN
F00786,"Shandong Bittel Electronics Co., Ltd",CN
00D0F6,Nokia,CA
54A619,"Alcatel-Lucent Shanghai Bell Co., Ltd",CN
38F8CA,OWIN Inc.,KR
002105,Alcatel-Lucent IPD,US
0017D1,Nortel Networks,CA
2057AF,"Shenzhen FH-NET OPTOELECTRONICS CO.,LTD",CN
54DC1D,"Yulong Computer Telecommunication Scientific (Shenzhen) Co.,Ltd",CN
6CD032,LG Electronics,KR
88A6C6,Sagemcom Broadband SAS,FR
94D469,"Cisco Systems, Inc",US
882BD7,ADDÉNERGIE  TECHNOLOGIES,CA
C0E42D,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
8CA6DF,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
8416F9,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
18D6C7,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
44334C,"Shenzhen Bilian electronic CO.,LTD",CN
ACA213,"Shenzhen Bilian electronic CO.,LTD",CN
3C3300,"Shenzhen Bilian electronic CO.,LTD",CN
0090CC,PLANEX COMMUNICATIONS INC.,JP
0022CF,PLANEX COMMUNICATIONS INC.,JP
E417D8,8BITDO TECHNOLOGY HK LIMITED,CN
9CD332,PLC Technology Ltd,RU
64899A,LG Electronics (Mobile Communications),KR
F8A9D0,LG Electronics (Mobile Communications),KR
CCFA00,LG Electronics (Mobile Communications),KR
74A722,LG Electronics (Mobile Communications),KR
F01C13,LG Electronics (Mobile Communications),KR
A816B2,LG Electronics (Mobile Communications),KR
64BC0C,LG Electronics (Mobile Communications),KR
344DF7,LG Electronics (Mobile Communications),KR
583F54,LG Electronics (Mobile Communications),KR
B0C5CA,IEEE Registration Authority,US
7419F8,IEEE Registration Authority,US
001BC5,IEEE Registration Authority,US
78C3E9,"Samsung Electronics Co.,Ltd",KR
8C1ABF,"Samsung Electronics Co.,Ltd",KR
30CBF8,"Samsung Electronics Co.,Ltd",KR
A0CBFD,"Samsung Electronics Co.,Ltd",KR
E45D75,"Samsung Electronics Co.,Ltd",KR
000031,"QPSX COMMUNICATIONS, LTD.",AU
000E1E,QLogic Corporation,US
0014D1,"TRENDnet, Inc.",US
C01ADA,"Apple, Inc.",US
00121C,PARROT SA,FR
9003B7,PARROT SA,FR
90C682,IEEE Registration Authority,US
58FCDB,IEEE Registration Authority,US
001C14,"VMware, Inc.",US
005056,"VMware, Inc.",US
0010C1,"OI ELECTRIC CO.,LTD",JP
38A28C,"SHENZHEN RF-LINK TECHNOLOGY CO.,LTD.",CN
A09E1A,Polar Electro Oy,FI
B4A5EF,Sercomm Corporation.,TW
849D64,SMC Corporation,JP
0080F7,Zenith Electronics Corporation,US
483C0C,"HUAWEI TECHNOLOGIES CO.,LTD",CN
208756,SIEMENS AG,DE
BC307D,Wistron Neweb Corporation,TW
48A9D2,Wistron Neweb Corporation,TW
80EA23,Wistron Neweb Corporation,TW
74B472,CIESSE,IT
FCF152,Sony Corporation,JP
309BAD,"BBK EDUCATIONAL ELECTRONICS CORP.,LTD.",CN
CC52AF,"Universal Global Scientific Industrial Co., Ltd.",TW
002713,"Universal Global Scientific Industrial Co., Ltd.",TW
001BB1,Wistron Neweb Corporation,TW
BC307E,Wistron Neweb Corporation,TW
68B35E,Shenzhen Neostra Technology Co.Ltd,CN
1CD6BD,"LEEDARSON LIGHTING CO., LTD.",CN
D0D94F,IEEE Registration Authority,US
506583,Texas Instruments,US
B09122,Texas Instruments,US
FC51A4,"ARRIS Group, Inc.",US
9857D3,"HON HAI-CCPBG  PRECISION IND.CO.,LTD.",TW
AC0481,"Jiangsu Huaxing Electronics Co., Ltd.",CN
FCF528,Zyxel Communications Corporation,TW
00A0C5,Zyxel Communications Corporation,TW
408805,"Motorola Mobility LLC, a Lenovo Company",US
60C0BF,ON Semiconductor,US
001E04,Hanson Research Corporation,US
98398E,"Samsung Electronics Co.,Ltd",KR
D0FCCC,"Samsung Electronics Co.,Ltd",KR
24E271,"Qingdao Hisense Communications Co.,Ltd.",CN
BC6010,"Qingdao Hisense Communications Co.,Ltd.",CN
F0F644,"Whitesky Science & Technology Co.,Ltd.",CN
7C6AF3,Integrated Device Technology (Malaysia) Sdn. Bhd.,MY
20F17C,"HUAWEI TECHNOLOGIES CO.,LTD",CN
346AC2,"HUAWEI TECHNOLOGIES CO.,LTD",CN
C41CFF,"Vizio, Inc",US
44D1FA,"Shenzhen Yunlink Technology Co., Ltd",CN
C09727,SAMSUNG ELECTRO-MECHANICS(THAILAND),TH
DC293A,"Shenzhen Nuoshi Technology Co., LTD.",CN
40562D,Smartron India Pvt ltd,IN
E46251,HAO CHENG GROUP LIMITED,HK
A0D385,AUMA Riester GmbH & Co. KG,DE
1414E6,"Ningbo Sanhe Digital Co.,Ltd",CN
3876D1,Euronda SpA,IT
0C5101,"Apple, Inc.",US
2CF0A2,"Apple, Inc.",US
68FB7E,"Apple, Inc.",US
84A134,"Apple, Inc.",US
001A34,"Konka Group Co., Ltd.",CN
0011FC,HARTING Electronics GmbH,DE
002389,"Hangzhou H3C Technologies Co., Limited",US
3CE5A6,"Hangzhou H3C Technologies Co., Limited",CN
D8209F,Cubro Acronet GesmbH,AT
8C7716,LONGCHEER TELECOMMUNICATION LIMITED,CN
C4693E,Turbulence Design Inc.,JP
009569,"LSD Science and Technology Co.,Ltd.",CN
B0CF4D,MI-Zone Technology Ireland,IE
289AFA,TCT mobile ltd,CN
904D4A,Sagemcom Broadband SAS,FR
044E5A,"ARRIS Group, Inc.",US
5CDD70,"Hangzhou H3C Technologies Co., Limited",CN
3C8C40,"Hangzhou H3C Technologies Co., Limited",CN
A067BE,Sicon srl,IT
E04F43,"Universal Global Scientific Industrial Co., Ltd.",TW
38700C,"ARRIS Group, Inc.",US
6C2483,Microsoft Mobile Oy,FI
6891D0,IEEE Registration Authority,US
002582,Maksat Technologies (P) Ltd,IN
48C049,Broad Telecom SA,ES
AC6FBB,TATUNG Technology Inc.,TW
001C41,scemtec Transponder Technology GmbH,DE
146308,JABIL CIRCUIT (SHANGHAI) LTD.,CN
001E25,INTEK DIGITAL,KR
00E0CF,INTEGRATED DEVICE,US
0060B1,"Input/Output, Inc.",US
547F54,INGENICO,FR
90C7D8,zte corporation,CN
003A7D,"Cisco Systems, Inc",US
001A45,GN Netcom A/S,DK
002088,GLOBAL VILLAGE COMMUNICATION,US
001CD7,Harman/Becker Automotive Systems GmbH,DE
001921,"Elitegroup Computer Systems Co.,Ltd.",TW
0016EC,"Elitegroup Computer Systems Co.,Ltd.",TW
000795,"Elitegroup Computer Systems Co.,Ltd.",TW
541379,"Hon Hai Precision Ind. Co.,Ltd.",CN
844076,Drivenets,IL
00065F,ECI Telecom Ltd.,IL
00208F,ECI Telecom Ltd.,IL
FC0F4B,Texas Instruments,US
D4883F,"HDPRO CO., LTD.",KR
60B617,"Fiberhome Telecommunication Technologies Co.,LTD",CN
18A3E8,"Fiberhome Telecommunication Technologies Co.,LTD",CN
DC9C9F,"Shenzhen YOUHUA Technology Co., Ltd",CN
74DFBF,Liteon Technology Corporation,TW
F03E90,Ruckus Wireless,US
00185C,EDSLAB Technologies,SG
000E2E,Edimax Technology Co. Ltd.,TW
84AD58,"HUAWEI TECHNOLOGIES CO.,LTD",CN
58605F,"HUAWEI TECHNOLOGIES CO.,LTD",CN
D8D723,"IDS, Inc",US
00A0F4,GE,US
AC0D1B,LG Electronics (Mobile Communications),KR
F0D1B8,LEDVANCE,US
986D35,IEEE Registration Authority,US
88795B,"Konka Group Co., Ltd.",CN
B07E70,Zadara Storage Ltd.,US
0080B1,SOFTCOM A/S,
202DF8,Digital Media Cartridge Ltd.,TW
FC2FAA,Nokia,CA
081F71,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
5CCA1A,Microsoft Mobile Oy,FI
741E93,"Fiberhome Telecommunication Technologies Co.,LTD",CN
0C5A9E,Wi-SUN Alliance,US
D8803C,Anhui Huami Information Technology Company Limited,CN
10D0AB,zte corporation,CN
0004C6,"YAMAHA MOTOR CO.,LTD",JP
981FB1,"Shenzhen Lemon Network Technology Co.,Ltd",CN
202D07,"Samsung Electronics Co.,Ltd",KR
B44BD2,"Apple, Inc.",US
DC415F,"Apple, Inc.",US
641225,"Cisco Systems, Inc",US
7864E6,Green Motive Technology Limited,CN
3CBEE1,NIKON CORPORATION,JP
18C501,"SHENZHEN GONGJIN ELECTRONICS CO.,LT",CN
00A0B8,NetApp,US
102AB3,Xiaomi Communications Co Ltd,CN
40D357,"Ison Technology Co., Ltd.",TW
A0B9ED,Skytap,US
0034DA,LG Electronics (Mobile Communications),KR
3810D5,AVM Audiovisuelles Marketing und Computersysteme GmbH,DE
006016,CLARIION,US
00C88B,"Cisco Systems, Inc",US
0009D2,Mai Logic Inc.,US
24C3F9,Securitas Direct AB,SE
2C21D7,IMAX Corporation,CA
E8B2AC,"Apple, Inc.",US
E49A79,"Apple, Inc.",US
30A9DE,LG Innotek,KR
F01B6C,"vivo Mobile Communication Co., Ltd.",CN
4C2578,Nokia Corporation,FI
BCC6DB,Nokia Corporation,FI
60A8FE,Nokia Solutions and Networks GmbH & Co. KG,DE
94C960,"Zhongshan B&T technology.co.,ltd",CN
A41588,"ARRIS Group, Inc.",US
F45C89,"Apple, Inc.",US
20768F,"Apple, Inc.",US
9C5CF9,Sony Corporation,JP
0011D1,Soft Imaging System GmbH,DE
98D686,"Chyi Lee industry Co., ltd.",TW
8CC661,"Current, powered by GE",US
88A084,Formation Data Systems,US
74C330,"SHENZHEN FAST TECHNOLOGIES CO.,LTD",CN
001D3B,Nokia Danmark A/S,DK
001DFD,Nokia Danmark A/S,DK
001E3B,Nokia Danmark A/S,DK
001EA4,Nokia Danmark A/S,DK
0026CC,Nokia Danmark A/S,DK
000EED,Nokia Danmark A/S,DK
00119F,Nokia Danmark A/S,DK
001A16,Nokia Danmark A/S,DK
DCB3B4,"Honeywell Environmental & Combustion Controls (Tianjin) Co., Ltd.",CN
00247C,Nokia Danmark A/S,DK
001A89,Nokia Danmark A/S,DK
001ADC,Nokia Danmark A/S,DK
0025CF,Nokia Danmark A/S,DK
0021AB,Nokia Danmark A/S,DK
001FDE,Nokia Danmark A/S,DK
001FDF,Nokia Danmark A/S,DK
547975,Nokia Corporation,FI
A87B39,Nokia Corporation,FI
002266,Nokia Danmark A/S,DK
0021FE,Nokia Danmark A/S,DK
702559,CyberTAN Technology Inc.,TW
001D20,Comtrend Corporation,TW
08373D,"Samsung Electronics Co.,Ltd",KR
C488E5,"Samsung Electronics Co.,Ltd",KR
607EDD,Microsoft Mobile Oy,FI
A8A089,Tactical Communications,US
48365F,Wintecronics Ltd.,TW
000BCA,DATAVAN TC,TW
C477AB,"Beijing ASU Tech Co.,Ltd",CN
0C75BD,"Cisco Systems, Inc",US
300D43,Microsoft Mobile Oy,FI
5056BF,"Samsung Electronics Co.,Ltd",KR
90F1AA,"Samsung Electronics Co.,Ltd",KR
1077B1,"Samsung Electronics Co.,Ltd",KR
001FC7,"Casio Hitachi Mobile Communications Co., Ltd.",JP
FCC734,"Samsung Electronics Co.,Ltd",KR
8425DB,"Samsung Electronics Co.,Ltd",KR
B0EC71,"Samsung Electronics Co.,Ltd",KR
E458B8,"Samsung Electronics Co.,Ltd",KR
088C2C,"Samsung Electronics Co.,Ltd",KR
A49A58,"Samsung Electronics Co.,Ltd",KR
08EE8B,"Samsung Electronics Co.,Ltd",KR
64B853,"Samsung Electronics Co.,Ltd",KR
389496,"Samsung Electronics Co.,Ltd",KR
00000E,FUJITSU LIMITED,JP
000B5D,FUJITSU LIMITED,JP
080581,"Roku, Inc.",US
74458A,"Samsung Electronics Co.,Ltd",KR
C4473F,"HUAWEI TECHNOLOGIES CO.,LTD",CN
5CDC96,Arcadyan Technology Corporation,TW
001A2A,Arcadyan Technology Corporation,TW
88252C,Arcadyan Technology Corporation,TW
00E063,"Cabletron Systems, Inc.",US
000DF3,Asmax Solutions,PL
000DB6,Broadcom,US
000AF7,Broadcom,US
D40129,Broadcom,US
001D00,"Brivo Systems, LLC",US
0020D6,"Breezecom, Ltd.",IL
1CC63C,Arcadyan Technology Corporation,TW
1883BF,Arcadyan Technology Corporation,TW
68ED43,BlackBerry RTS,CA
70AAB2,BlackBerry RTS,CA
000F86,BlackBerry RTS,CA
00146C,NETGEAR,US
001E2A,NETGEAR,US
00184D,NETGEAR,US
00040E,AVM GmbH,DE
9CC7A6,AVM GmbH,DE
A06391,NETGEAR,US
20E52A,NETGEAR,US
4494FC,NETGEAR,US
200CC8,NETGEAR,US
0CA42A,"OB Telecom Electronic Technology Co., Ltd",CN
744401,NETGEAR,US
E091F5,NETGEAR,US
40BA61,ARIMA Communications Corp.,TW
0011F5,ASKEY COMPUTER CORP,TW
0016E3,ASKEY COMPUTER CORP,TW
E839DF,ASKEY COMPUTER CORP,TW
0024D2,ASKEY COMPUTER CORP,TW
B4EEB4,ASKEY COMPUTER CORP,TW
745612,"ARRIS Group, Inc.",US
E46449,"ARRIS Group, Inc.",US
40FC89,"ARRIS Group, Inc.",US
2C9E5F,"ARRIS Group, Inc.",US
002636,"ARRIS Group, Inc.",US
001311,"ARRIS Group, Inc.",US
0023EE,"ARRIS Group, Inc.",US
001ADE,"ARRIS Group, Inc.",US
001CC1,"ARRIS Group, Inc.",US
001E5A,"ARRIS Group, Inc.",US
0050E3,"ARRIS Group, Inc.",US
7CBFB1,"ARRIS Group, Inc.",US
001371,"ARRIS Group, Inc.",US
0019A6,"ARRIS Group, Inc.",US
002136,"ARRIS Group, Inc.",US
001626,"ARRIS Group, Inc.",US
D0DF9A,Liteon Technology Corporation,TW
1C659D,Liteon Technology Corporation,TW
3010B3,Liteon Technology Corporation,TW
E8C74F,Liteon Technology Corporation,TW
D05349,Liteon Technology Corporation,TW
E874E6,ADB Broadband Italia,IT
0020E0,"Actiontec Electronics, Inc",US
002662,"Actiontec Electronics, Inc",US
948815,Infinique Worldwide Inc,CA
5CB524,Sony Corporation,JP
90C115,Sony Corporation,JP
D05162,Sony Corporation,JP
18002D,Sony Corporation,JP
280DFC,Sony Interactive Entertainment Inc.,JP
0016B8,Sony Corporation,JP
0024EF,Sony Corporation,JP
0025E7,Sony Corporation,JP
58170C,Sony Corporation,JP
701A04,Liteon Technology Corporation,TW
48D224,Liteon Technology Corporation,TW
20689D,Liteon Technology Corporation,TW
002553,ADB Broadband Italia,IT
00193E,ADB Broadband Italia,IT
000827,ADB Broadband Italia,IT
D0E44A,"Murata Manufacturing Co., Ltd.",JP
080046,Sony Corporation,JP
4C14A3,"TCL Technoly Electronics (Huizhou) Co., Ltd.",CN
4CB0E8,"Beijing RongZhi xinghua technology co., LTD",CN
74DAEA,Texas Instruments,US
D887D5,"Leadcore Technology CO.,LTD",CN
00F28B,"Cisco Systems, Inc",US
ECF00E,AboCom,TW
00E098,AboCom,TW
742F68,AzureWave Technology Inc.,TW
384FF0,AzureWave Technology Inc.,TW
3413E8,Intel Corporate,MY
34E6AD,Intel Corporate,MY
081196,Intel Corporate,MY
183DA2,Intel Corporate,MY
809B20,Intel Corporate,MY
B4B676,Intel Corporate,MY
3CA9F4,Intel Corporate,MY
9C4E36,Intel Corporate,MY
B88A60,Intel Corporate,MY
78FF57,Intel Corporate,MY
002710,Intel Corporate,MY
001B21,Intel Corporate,MY
18FF0F,Intel Corporate,MY
A48E0A,DeLaval International AB,SE
AC2B6E,Intel Corporate,MY
000A8A,"Cisco Systems, Inc",US
9C3583,"Nipro Diagnostics, Inc",US
C06118,"TP-LINK TECHNOLOGIES CO.,LTD.",CN
002314,Intel Corporate,MY
340286,Intel Corporate,MY
001CBF,Intel Corporate,MY
34DE1A,Intel Corporate,MY
E8B1FC,Intel Corporate,MY
CC3D82,Intel Corporate,MY
F8E079,"Motorola Mobility LLC, a Lenovo Company",US
CCC3EA,"Motorola Mobility LLC, a Lenovo Company",US
40786A,"Motorola Mobility LLC, a Lenovo Company",US
D02212,IEEE Registration Authority,US
100723,IEEE Registration Authority,US
A44F29,IEEE Registration Authority,US
74F8DB,IEEE Registration Authority,US
A43BFA,IEEE Registration Authority,US
001F3C,Intel Corporate,MY
002315,Intel Corporate,MY
00166F,Intel Corporate,MY
0019D1,Intel Corporate,MY
0019D2,Intel Corporate,MY
C0830A,2Wire Inc,US
383BC8,2Wire Inc,US
60FE20,2Wire Inc,US
00183F,2Wire Inc,US
002456,2Wire Inc,US
18622C,Sagemcom Broadband SAS,FR
3C81D8,Sagemcom Broadband SAS,FR
40F201,Sagemcom Broadband SAS,FR
D084B0,Sagemcom Broadband SAS,FR
181E78,Sagemcom Broadband SAS,FR
0037B7,Sagemcom Broadband SAS,FR
0054BD,Swelaser AB,SE
20BB76,COL GIOVANNI PAOLO SpA,IT
3CDD89,"SOMO HOLDINGS & TECH. CO.,LTD.",KR
1801E3,Bittium Wireless Ltd,FI
001E4C,"Hon Hai Precision Ind. Co.,Ltd.",CN
